"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ICOSLG",2.05374346044911e-202,0.601639125758388,0.435,0.015,6.0692226743192e-198,"6","ICOSLG"
"ETV31",1.01654400985457e-199,1.70053410938622,0.824,0.056,3.00409085792222e-195,"6","ETV3"
"LDLRAD41",4.00843528070707e-198,3.06628828622489,1,0.09,1.18457279415455e-193,"6","LDLRAD4"
"FUZ",6.33993946219325e-194,0.448291366577016,0.306,0.008,1.87357890986735e-189,"6","FUZ"
"IRF81",1.21051446469222e-190,1.93003469510744,0.976,0.083,3.57731234605846e-186,"6","IRF8"
"CYB561A3",4.83440401677444e-189,1.30908149313318,0.612,0.032,1.42866307503718e-184,"6","CYB561A3"
"FCHSD21",1.09327843828989e-184,1.0312939706581,0.706,0.043,3.23085644083429e-180,"6","FCHSD2"
"JAML1",5.49050222234726e-183,0.965208723868314,0.694,0.041,1.62255321674806e-178,"6","JAML"
"LINC01215",7.54248304897899e-183,0.758078234845456,0.412,0.015,2.22895459063427e-178,"6","LINC01215"
"TMIGD2",4.6175650780428e-181,0.545416361952644,0.318,0.009,1.36458283186321e-176,"6","TMIGD2"
"AC024560.5",2.40020758361978e-180,0.726081451323715,0.435,0.017,7.09309345111317e-176,"6","AC024560.5"
"TPM21",8.20255235313431e-180,0.931261782491408,0.835,0.059,2.42401827139825e-175,"6","TPM2"
"SH2B31",1.46825169474884e-177,0.72366659563101,0.647,0.037,4.33897740832177e-173,"6","SH2B3"
"CD2AP",1.58126375144557e-177,0.902050735137135,0.753,0.05,4.67295063827194e-173,"6","CD2AP"
"CDYL",2.15580832878383e-176,0.757460681064694,0.553,0.027,6.37084477322197e-172,"6","CDYL"
"AL391832.2",1.80183842481799e-175,0.489771688731958,0.282,0.007,5.32479291302214e-171,"6","AL391832.2"
"PDGFB",8.94206232470549e-173,0.705439732266585,0.294,0.008,2.64255825819697e-168,"6","PDGFB"
"RELL1",6.14475978171252e-170,0.645545024970058,0.424,0.017,1.81589941069169e-165,"6","RELL1"
"AL355075.41",6.20979659053213e-170,1.70864123131812,0.694,0.046,1.83511908843406e-165,"6","AL355075.4"
"BRCA2",2.56133286031676e-169,0.511550744214568,0.424,0.017,7.56925086880808e-165,"6","BRCA2"
"MOB1B",2.64299910019472e-169,0.591551915955848,0.494,0.023,7.81059094089543e-165,"6","MOB1B"
"CCDC88A1",6.52398882461491e-164,0.887611098240456,0.729,0.051,1.9279691774502e-159,"6","CCDC88A"
"SULF2",2.38951071263218e-163,0.622268930028295,0.541,0.028,7.06148205797061e-159,"6","SULF2"
"HIST1H1B",3.96330858130863e-160,0.633394985701489,0.341,0.012,1.17123695194833e-155,"6","HIST1H1B"
"CCDC501",1.12109637350642e-158,1.44805606013285,0.871,0.078,3.31306400298616e-154,"6","CCDC50"
"C12orf45",2.04626493445104e-156,1.35934286680285,0.635,0.042,6.0471221342897e-152,"6","C12orf45"
"LINC01678",4.2369493526381e-155,0.545247380042584,0.294,0.009,1.25210327269161e-150,"6","LINC01678"
"RPS6KA4",5.28240435766729e-152,0.476598147623036,0.365,0.014,1.56105613577784e-147,"6","RPS6KA4"
"CORO1C1",1.90993911209991e-149,0.787821261195297,0.624,0.041,5.64425206407767e-145,"6","CORO1C"
"SPNS3",9.3233706384944e-149,0.462472864050269,0.318,0.011,2.75524249108787e-144,"6","SPNS3"
"ALG2",3.98728988346144e-147,0.707620157220235,0.447,0.022,1.17832390636053e-142,"6","ALG2"
"PTPRE1",6.41263248946313e-146,0.845333471429415,0.647,0.045,1.89506115328614e-141,"6","PTPRE"
"CERS6",6.99128955232484e-145,0.556675543603038,0.447,0.022,2.06606588850304e-140,"6","CERS6"
"BID1",1.14699458389251e-144,1.48437473020546,0.729,0.059,3.38959839431914e-140,"6","BID"
"ABHD15",2.56360930365318e-144,0.400539247634715,0.271,0.008,7.57597821415589e-140,"6","ABHD15"
"SLC7A5",3.65740468520591e-144,1.657206325186,0.906,0.093,1.08083623257205e-139,"6","SLC7A5"
"SIDT1",2.81641024210399e-143,0.754357476849368,0.412,0.019,8.32305554746572e-139,"6","SIDT1"
"PRMT7",6.95501555240786e-143,0.413874016093783,0.294,0.01,2.05534619604757e-138,"6","PRMT7"
"CD41",1.3350943713902e-141,0.907845341083446,0.671,0.05,3.94547088633232e-137,"6","CD4"
"VEGFB",6.1898117821905e-141,0.86926847873804,0.8,0.07,1.82921317787294e-136,"6","VEGFB"
"TMEM1071",1.68926089823407e-140,1.52419827362727,0.776,0.069,4.99210380646131e-136,"6","TMEM107"
"AC007952.41",3.36476378140555e-140,1.52680546624555,0.859,0.085,9.94354992680968e-136,"6","AC007952.4"
"SMIM31",3.08215245993058e-139,0.802313759798882,0.482,0.027,9.10837694958684e-135,"6","SMIM3"
"GAPT",3.06521423257626e-138,0.74406534739411,0.412,0.02,9.05832110010936e-134,"6","GAPT"
"MALT11",5.2845844774077e-137,1.44304942282931,0.847,0.085,1.56170040476352e-132,"6","MALT1"
"UGCG",7.22724465864899e-137,1.64507362913468,0.835,0.085,2.13579534152395e-132,"6","UGCG"
"RRBP12",8.88511716561978e-137,0.949792712707914,0.776,0.068,2.62572982478396e-132,"6","RRBP1"
"PRMT91",1.37779893438782e-135,1.41719597423581,0.765,0.069,4.07167141090289e-131,"6","PRMT9"
"TGFBR1",1.39522972820249e-135,0.739222980734863,0.494,0.029,4.123182892784e-131,"6","TGFBR1"
"SEPHS1",7.71987299727392e-135,0.771453485494753,0.412,0.02,2.28137686815439e-130,"6","SEPHS1"
"PIK3CG1",3.05974010190189e-134,0.865022791632428,0.541,0.034,9.04214394914048e-130,"6","PIK3CG"
"MAN1A1",1.01077675891968e-133,0.698114999521758,0.565,0.038,2.98704747795945e-129,"6","MAN1A1"
"RUNX2",1.40124431445059e-133,0.5594699549781,0.471,0.026,4.14095719806437e-129,"6","RUNX2"
"GAB11",1.53762485056317e-132,0.375102633069929,0.306,0.011,4.54398895838428e-128,"6","GAB1"
"SELL1",1.83530977136556e-127,0.994730156861326,0.647,0.051,5.4237074363395e-123,"6","SELL"
"ERN11",1.89480951711152e-127,1.43884293104234,0.859,0.091,5.59954108496798e-123,"6","ERN1"
"CTNS",8.2942594787324e-127,0.345000630598169,0.271,0.009,2.451119561155e-122,"6","CTNS"
"AGPAT5",5.8226372323473e-126,0.617140823224527,0.435,0.024,1.72070575490328e-121,"6","AGPAT5"
"TRAF4",4.91122810367162e-125,0.970083768775531,0.718,0.065,1.45136612919704e-120,"6","TRAF4"
"N4BP2L1",4.95354742235334e-125,1.18828950699761,0.741,0.069,1.46387233425386e-120,"6","N4BP2L1"
"FLNB",2.91964484331584e-124,0.585897422964321,0.412,0.022,8.62813444096698e-120,"6","FLNB"
"HIVEP1",5.39197262500859e-124,1.11844172273567,0.659,0.055,1.59343575014254e-119,"6","HIVEP1"
"MS4A6A1",2.20075629298564e-122,0.828170389745076,0.682,0.057,6.50367499703117e-118,"6","MS4A6A"
"DUSP51",7.9653498773519e-122,2.32280493875518,0.906,0.115,2.35392019575503e-117,"6","DUSP5"
"AC245014.3",1.5207522371678e-121,0.909722341342138,0.459,0.027,4.49412701127829e-117,"6","AC245014.3"
"Z93241.11",2.95210024254139e-121,0.94306702043262,0.506,0.033,8.72404663675833e-117,"6","Z93241.1"
"TFEC1",8.79459103824673e-121,0.786167124064016,0.435,0.025,2.59897754362267e-116,"6","TFEC"
"ZBTB18",1.60998928238199e-120,0.565629984960208,0.388,0.02,4.75784032729526e-116,"6","ZBTB18"
"APP",4.35923405556973e-120,0.577749028665145,0.694,0.061,1.28824084810197e-115,"6","APP"
"PTGDS",1.97713347898317e-119,3.8125135752742,0.365,0.018,5.84282485709106e-115,"6","PTGDS"
"BCL2L11",3.97044487555976e-118,1.09540166459196,0.776,0.08,1.17334586962542e-113,"6","BCL2L11"
"STAP1",6.61355926450447e-118,0.773467451378224,0.353,0.017,1.95443903384636e-113,"6","STAP1"
"RNF1301",3.00287070027861e-117,0.530899399078067,0.588,0.045,8.87408349346335e-113,"6","RNF130"
"PMEPA11",5.14701093271774e-117,1.11749685769847,0.765,0.077,1.52104467083675e-112,"6","PMEPA1"
"PPP1R14B2",2.39302624045146e-116,1.94767876088581,0.953,0.131,7.07187114578216e-112,"6","PPP1R14B"
"AC005332.4",1.37402211385631e-115,0.483112732036634,0.341,0.016,4.06051015086818e-111,"6","AC005332.4"
"GALNT3",2.06865382002763e-115,0.537211917972477,0.365,0.018,6.11328576894566e-111,"6","GALNT3"
"TAX1BP3",2.44341473781074e-114,0.363859235182883,0.518,0.036,7.2207792331783e-110,"6","TAX1BP3"
"EIF2AK4",1.88444833581882e-112,0.700915187035939,0.4,0.023,5.56892172201177e-108,"6","EIF2AK4"
"AC253572.2",2.60130265499754e-112,1.56496271626614,0.671,0.064,7.68736960604872e-108,"6","AC253572.2"
"AL136987.1",6.7322979872456e-112,0.731635637257543,0.271,0.011,1.98952870119082e-107,"6","AL136987.1"
"MAN2B11",9.74312347921708e-112,0.550397803698704,0.612,0.051,2.87928785057823e-107,"6","MAN2B1"
"MIR155HG",3.35616249302538e-111,1.73371801491209,0.694,0.068,9.9181313993886e-107,"6","MIR155HG"
"ST6GALNAC41",1.35920665136276e-110,0.60419952675395,0.376,0.021,4.01672749610721e-106,"6","ST6GALNAC4"
"RASSF2",5.8526472572553e-110,0.650897772338204,0.482,0.033,1.72957431746409e-105,"6","RASSF2"
"FYTTD1",9.50482191592411e-110,1.25877684860155,0.729,0.077,2.80886497259389e-105,"6","FYTTD1"
"EEF2K",6.27750391152531e-108,0.322801411346012,0.306,0.014,1.85512795593396e-103,"6","EEF2K"
"GNL3",7.86708003941631e-108,1.63841042535602,0.835,0.102,2.32487949324831e-103,"6","GNL3"
"AL021707.6",1.07570604529536e-107,0.407022477647358,0.259,0.01,3.17892650505685e-103,"6","AL021707.6"
"CYBB2",1.27400016617024e-106,0.661714036737276,0.718,0.072,3.76492529106629e-102,"6","CYBB"
"AC004687.1",2.32527101818547e-106,1.19286254655263,0.682,0.069,6.87164091294171e-102,"6","AC004687.1"
"PHACTR12",7.59244833964831e-105,1.06000677418254,0.729,0.075,2.24372033333287e-100,"6","PHACTR1"
"HIST1H2AC",1.5523831377187e-104,0.808143593358753,0.671,0.064,4.5876026485863e-100,"6","HIST1H2AC"
"COBLL12",1.73106902953979e-104,0.584458781311819,0.494,0.036,5.115655196096e-100,"6","COBLL1"
"ZNF891",1.80493725285855e-103,1.0878251107476,0.341,0.018,5.3339505696476e-99,"6","ZNF891"
"CUX1",9.93328035494431e-103,0.449436701259117,0.506,0.038,2.93548301049314e-98,"6","CUX1"
"GPR651",1.08830121478964e-102,1.72894591554816,0.741,0.086,3.21614774994634e-98,"6","GPR65"
"SCARB21",1.63154292062163e-102,0.449249455197276,0.541,0.044,4.82153563902104e-98,"6","SCARB2"
"CBFA2T3",3.61582853002268e-102,0.405101473809611,0.259,0.01,1.0685496471923e-97,"6","CBFA2T3"
"BANP",4.10910355555094e-102,0.66350036058873,0.435,0.029,1.21432228273641e-97,"6","BANP"
"IFI44L",9.66223097669098e-102,1.00187150649642,0.518,0.041,2.85538249823172e-97,"6","IFI44L"
"FADS1",1.77739794627557e-101,0.467302120091504,0.259,0.011,5.25256641083357e-97,"6","FADS1"
"SPRED2",1.96178941501675e-101,0.404385752593302,0.271,0.012,5.79748007925749e-97,"6","SPRED2"
"UNC93B11",1.84007692645085e-100,0.58837732805897,0.494,0.038,5.43779533304755e-96,"6","UNC93B1"
"CXCR3",2.67249691821515e-100,0.677033908438351,0.412,0.026,7.8977628927094e-96,"6","CXCR3"
"ATF51",4.49494086440545e-100,0.7075811603714,0.506,0.04,1.3283449242491e-95,"6","ATF5"
"PBX3",1.12475011882119e-99,0.467417893243812,0.365,0.021,3.32386155114039e-95,"6","PBX3"
"AL021155.51",4.54474779371182e-98,1.20242479864743,0.576,0.053,1.34306386799772e-93,"6","AL021155.5"
"ANKRD281",1.42915982431075e-97,0.987396327245865,0.718,0.079,4.22345311280314e-93,"6","ANKRD28"
"EDEM1",4.12688054056883e-97,0.630040161537829,0.624,0.061,1.2195757373489e-92,"6","EDEM1"
"PLP21",2.46885555446208e-96,1.26420077688061,0.918,0.137,7.29596193454634e-92,"6","PLP2"
"CORO7",3.61711273547959e-96,0.5722509943954,0.482,0.037,1.06892915558893e-91,"6","CORO7"
"CLN8",4.74849416616628e-96,0.49645626888778,0.447,0.032,1.40327499598546e-91,"6","CLN8"
"NR4A32",2.75064670433019e-95,2.61514861569559,0.906,0.145,8.12871114063658e-91,"6","NR4A3"
"CXorf21",4.3242049710538e-95,0.799683325697984,0.306,0.016,1.27788905304582e-90,"6","CXorf21"
"PLAAT3",5.07322434520816e-93,0.607518826830515,0.529,0.046,1.49923925849591e-88,"6","PLAAT3"
"MAPKAPK2",3.09815381526558e-92,0.562397921999071,0.729,0.084,9.15566415487285e-88,"6","MAPKAPK2"
"TIMM131",3.10352058772324e-92,0.406330133201342,0.635,0.064,9.17152404083972e-88,"6","TIMM13"
"TOR3A1",3.96883899848872e-92,0.972024309665003,0.529,0.048,1.17287130083339e-87,"6","TOR3A"
"HYOU1",1.43358226195425e-91,0.502555707765445,0.482,0.039,4.2365223005272e-87,"6","HYOU1"
"NUAK2",1.45788951195562e-91,0.371329483916516,0.294,0.015,4.30835508573123e-87,"6","NUAK2"
"NUCB21",1.0667131249831e-89,0.57667669677479,0.612,0.062,3.15235062695007e-85,"6","NUCB2"
"ALDH21",1.21532367886013e-88,0.26112156004537,0.506,0.043,3.59152453576746e-84,"6","ALDH2"
"GPM6B",3.35652092161082e-88,0.491620975514044,0.365,0.024,9.9191906275443e-84,"6","GPM6B"
"PARVB",5.03401723857299e-88,0.478276464470643,0.388,0.027,1.48765277434309e-83,"6","PARVB"
"RNF1491",8.02344869214371e-88,1.05365835523336,0.765,0.102,2.37108955750231e-83,"6","RNF149"
"UBAC21",1.05542197400062e-87,0.696574935728638,0.565,0.055,3.11898301756664e-83,"6","UBAC2"
"TRIB11",1.64088660410658e-87,0.732894103644298,0.635,0.069,4.84914809245577e-83,"6","TRIB1"
"WDFY4",5.19495699324492e-87,0.360015831310663,0.271,0.013,1.53521369064374e-82,"6","WDFY4"
"SLC1A4",2.62322583687462e-86,0.288901030365783,0.282,0.015,7.75215699313189e-82,"6","SLC1A4"
"CCDC138",3.74801450684274e-86,0.367663326209419,0.282,0.015,1.10761324706217e-81,"6","CCDC138"
"XBP11",5.25427001312876e-86,1.04247143684499,0.941,0.154,1.55274187427981e-81,"6","XBP1"
"PAXX1",1.27492968605742e-85,1.14549306921473,0.835,0.123,3.76767220823688e-81,"6","PAXX"
"TP53I13",1.33805946256738e-85,0.386064325013151,0.494,0.043,3.95423332377913e-81,"6","TP53I13"
"IGFLR11",2.56716479827881e-85,0.762979076751013,0.671,0.078,7.58648541187355e-81,"6","IGFLR1"
"GPR1831",8.33694845130267e-85,3.57522084994341,1,0.245,2.46373500632896e-80,"6","GPR183"
"HIST1H1C2",1.29962194308785e-84,1.67011371134857,0.8,0.118,3.84064276621323e-80,"6","HIST1H1C"
"DCK",1.66132636202718e-84,0.652598958850876,0.482,0.042,4.90955166506272e-80,"6","DCK"
"ALOX5AP1",1.90539039471532e-84,1.59998696024971,0.965,0.176,5.63080969446271e-80,"6","ALOX5AP"
"RFTN1",6.45001123585365e-84,0.476914230027107,0.424,0.033,1.90610732041947e-79,"6","RFTN1"
"GRASP1",7.43235900841309e-84,1.5701931212616,0.835,0.127,2.19641073416624e-79,"6","GRASP"
"NR3C11",8.22750498571744e-84,2.05010305234014,0.906,0.155,2.43139227337922e-79,"6","NR3C1"
"CLECL1",8.35586362032708e-84,0.91258922182849,0.376,0.027,2.46932481707906e-79,"6","CLECL1"
"ZDHHC17",2.14883964810171e-83,0.548564641648243,0.376,0.027,6.35025092807016e-79,"6","ZDHHC17"
"RAB11FIP11",2.33439390310387e-83,1.683817147085,0.929,0.169,6.89860086245256e-79,"6","RAB11FIP1"
"SEC61B1",3.04801252098936e-83,2.48064757936873,1,0.227,9.00748660202777e-79,"6","SEC61B"
"SELPLG",6.14571621115159e-83,0.63792493774534,0.376,0.027,1.81618205471952e-78,"6","SELPLG"
"LIME12",6.29997753218746e-83,0.882646977225885,0.718,0.089,1.86176936031204e-78,"6","LIME1"
"EMC3",1.09178458312394e-82,0.643906746310572,0.624,0.069,3.22644180004786e-78,"6","EMC3"
"SPCS11",1.61034305190227e-82,1.4681396640337,0.929,0.172,4.7588857869816e-78,"6","SPCS1"
"CNPY32",1.73240047296504e-82,0.577596521422067,0.647,0.074,5.11958987770629e-78,"6","CNPY3"
"RAPGEF2",2.40695704543434e-82,0.496933983837251,0.376,0.027,7.11303946066758e-78,"6","RAPGEF2"
"ABCE1",5.90807279359224e-81,0.589550592832265,0.541,0.054,1.74595367196238e-76,"6","ABCE1"
"INPP5F",2.96649567365623e-80,0.579174202340994,0.4,0.031,8.7665880147889e-76,"6","INPP5F"
"ST8SIA4",8.70365518454376e-80,0.843347600298372,0.565,0.06,2.57210418013637e-75,"6","ST8SIA4"
"DCPS",9.20511861229459e-80,0.503885462731977,0.318,0.02,2.7202966523053e-75,"6","DCPS"
"SELENOS1",1.40778980685919e-79,0.729812532372155,0.694,0.089,4.16030043723028e-75,"6","SELENOS"
"HIST2H2AA4",2.7509464328697e-79,0.358733540502055,0.306,0.019,8.12959689841653e-75,"6","HIST2H2AA4"
"DIPK2A",2.75953593181204e-79,0.78665020314065,0.576,0.063,8.15498058569094e-75,"6","DIPK2A"
"NINJ11",3.11330383735171e-79,1.10510410039259,0.788,0.116,9.20043550014179e-75,"6","NINJ1"
"INPP4A",1.56720624140063e-78,0.419871154651623,0.329,0.022,4.63140788458716e-74,"6","INPP4A"
"ETV6",3.4432522920929e-78,0.577735416039021,0.518,0.052,1.01754991735929e-73,"6","ETV6"
"A1BG",3.74363312425732e-78,0.575131989677836,0.506,0.049,1.10631846088052e-73,"6","A1BG"
"NCF12",6.5258807764177e-78,0.895450185554288,0.718,0.097,1.92852828704696e-73,"6","NCF1"
"SLC20A11",9.54356251249881e-78,1.02029998972346,0.824,0.127,2.82031359369365e-73,"6","SLC20A1"
"PRKCB1",1.1775226049206e-77,0.607955325987096,0.553,0.058,3.47981480206135e-73,"6","PRKCB"
"MIF4GD",8.29645233770486e-77,0.325160398889608,0.341,0.024,2.45176759483854e-72,"6","MIF4GD"
"OFD11",8.4262989474843e-77,0.873219568715861,0.776,0.112,2.49013986496056e-72,"6","OFD1"
"IL4I11",1.22928563523295e-76,0.817781116515588,0.365,0.027,3.63278490924042e-72,"6","IL4I1"
"ERCC1",2.04954476317896e-76,0.474825299129647,0.529,0.055,6.05681468414646e-72,"6","ERCC1"
"DPYSL21",2.74603133325869e-76,0.434236218437717,0.435,0.038,8.11507179604608e-72,"6","DPYSL2"
"NUP62",2.818752873343e-76,0.608000426780903,0.447,0.04,8.32997849130323e-72,"6","NUP62"
"MED26",3.05852189879447e-76,0.320103663827168,0.318,0.021,9.03854391531741e-72,"6","MED26"
"AMZ2",6.80956772965751e-76,0.474021971086512,0.471,0.044,2.01236345546839e-71,"6","AMZ2"
"AL365272.1",7.39662595412521e-76,0.558009948853795,0.294,0.018,2.18585090196308e-71,"6","AL365272.1"
"HES41",3.18502928177032e-75,1.65666220821882,0.671,0.089,9.41239853348765e-71,"6","HES4"
"AC239799.21",4.26956095788649e-75,0.955218732319532,0.4,0.033,1.26174065427462e-70,"6","AC239799.2"
"IGF2R",2.12999657473633e-74,0.616834059831564,0.471,0.045,6.29456587766079e-70,"6","IGF2R"
"HIST1H2BG1",2.48574204507314e-74,0.416836285662753,0.388,0.031,7.34586489160015e-70,"6","HIST1H2BG"
"TENT4A",3.82106033814814e-74,0.268147107707776,0.424,0.037,1.12919975112954e-69,"6","TENT4A"
"GALNT2",6.31723526422056e-74,0.486014483064404,0.365,0.028,1.86686936528246e-69,"6","GALNT2"
"RNASET22",9.42649005020868e-74,1.15666797993985,0.894,0.171,2.78571633963767e-69,"6","RNASET2"
"NSMCE31",1.23564373853119e-73,1.09441966128513,0.729,0.103,3.65157437610736e-69,"6","NSMCE3"
"RASSF5",3.5386373953434e-73,0.742391628931264,0.6,0.073,1.04573812307188e-68,"6","RASSF5"
"B4GALT11",7.73241691686941e-73,0.679533871229303,0.753,0.11,2.28508384727325e-68,"6","B4GALT1"
"ANKRD11",8.95372584185429e-73,0.956566442264526,0.753,0.116,2.64600506078478e-68,"6","ANKRD11"
"SLC35A2",1.4188481818008e-72,0.513292869791751,0.294,0.019,4.19298014685772e-68,"6","SLC35A2"
"SH3TC1",2.42756132210496e-72,0.369515555411255,0.294,0.019,7.17392921908457e-68,"6","SH3TC1"
"SMC6",2.51260920401431e-72,0.337240117627836,0.388,0.032,7.42526271970309e-68,"6","SMC6"
"MEF2C2",8.61380866018166e-72,0.603494813395605,0.6,0.071,2.54555273525688e-67,"6","MEF2C"
"OSTC2",1.29567499617123e-71,0.457905117470406,0.729,0.104,3.82897874868523e-67,"6","OSTC"
"AL360012.1",1.58238784065344e-71,0.42274552499465,0.282,0.018,4.67627254669906e-67,"6","AL360012.1"
"AFF31",4.57193083606417e-71,0.485850754564524,0.353,0.027,1.35109700067368e-66,"6","AFF3"
"TATDN3",6.08137388471784e-71,0.293422482287062,0.282,0.018,1.79716761041182e-66,"6","TATDN3"
"PYCARD1",1.23989755266813e-70,0.544949686416319,0.659,0.088,3.66414524764486e-66,"6","PYCARD"
"RALA1",1.55216427502562e-70,0.84641271637579,0.659,0.09,4.58695586555571e-66,"6","RALA"
"ERP291",3.93576355611648e-70,1.17234734293347,0.929,0.192,1.16309684610354e-65,"6","ERP29"
"TYROBP2",5.62723200546215e-70,0.812510445672093,0.976,0.167,1.66295960225417e-65,"6","TYROBP"
"ACTN41",6.41307595805137e-70,0.551086038970137,0.753,0.111,1.89519220712334e-65,"6","ACTN4"
"MX1",4.4793252184354e-69,0.585101803370052,0.506,0.054,1.32373018855203e-64,"6","MX1"
"PPIB2",5.58738821103368e-69,1.14701460833262,0.976,0.215,1.65118496412467e-64,"6","PPIB"
"PLEK1",1.05169130143486e-68,0.671109663697989,0.612,0.078,3.1079581340003e-64,"6","PLEK"
"ZSCAN16-AS1",1.13562442758377e-68,0.393613901426571,0.4,0.035,3.35599730839557e-64,"6","ZSCAN16-AS1"
"BCL2L13",1.43043727949161e-68,0.307403472324032,0.329,0.024,4.2272282483536e-64,"6","BCL2L13"
"CTDP1",2.77647849812219e-68,0.436180847857956,0.306,0.021,8.20504925765068e-64,"6","CTDP1"
"MAP3K82",5.76903860166458e-68,0.773939885976497,0.765,0.122,1.70486628756392e-63,"6","MAP3K8"
"HERPUD12",6.63751496344061e-68,2.3217746451101,1,0.256,1.96151842199597e-63,"6","HERPUD1"
"UBE2J12",1.04000344440504e-67,0.537301189686371,0.588,0.074,3.07341817890578e-63,"6","UBE2J1"
"PDE7A1",1.61282902454335e-67,0.650996827477085,0.659,0.09,4.76623233333052e-63,"6","PDE7A"
"DENND4A1",2.97632332588753e-67,0.708841311500926,0.671,0.094,8.79563069266282e-63,"6","DENND4A"
"PDE4B4",3.71222637901624e-67,1.47742203049642,0.871,0.172,1.09703713952688e-62,"6","PDE4B"
"NPC22",4.32661587377664e-67,0.934999094520043,0.976,0.189,1.27860152301847e-62,"6","NPC2"
"NUDT1",4.35217447113649e-67,0.258640936425727,0.494,0.053,1.28615459971025e-62,"6","NUDT1"
"IRF2BP21",1.34242509948868e-66,1.16279170407754,0.859,0.166,3.96713465400896e-62,"6","IRF2BP2"
"PIM21",1.62201405996471e-66,0.483841833436596,0.6,0.076,4.79337595000772e-62,"6","PIM2"
"IL10RA2",2.76462794728334e-66,0.71662649651403,0.635,0.087,8.17002850981172e-62,"6","IL10RA"
"HIST2H2BE",7.33052641763583e-66,0.524270567527142,0.353,0.029,2.16631716693974e-61,"6","HIST2H2BE"
"CSF2RA1",9.59601208078225e-66,0.326395111511407,0.259,0.016,2.83581349011277e-61,"6","CSF2RA"
"RXRA",2.72822714609445e-65,0.277011123820863,0.271,0.018,8.06245686213832e-61,"6","RXRA"
"AP3S1",3.15449104632237e-65,0.490954332117168,0.506,0.057,9.32215194009186e-61,"6","AP3S1"
"PARK7",3.65862577302954e-65,1.09958295892212,0.941,0.207,1.08119708844569e-60,"6","PARK7"
"MED13L",2.09438225448602e-64,0.481315643179096,0.576,0.074,6.1893184384571e-60,"6","MED13L"
"PIGA",2.28290794487148e-64,0.445860276502171,0.353,0.03,6.74644955868418e-60,"6","PIGA"
"BHLHE401",5.26467514951604e-64,0.694684580641676,0.847,0.153,1.55581680018498e-59,"6","BHLHE40"
"REPIN1",7.63428021312341e-64,0.312523966459694,0.306,0.023,2.25608248858223e-59,"6","REPIN1"
"RNF11",9.96782514784022e-64,0.327174610365782,0.482,0.053,2.94569168768974e-59,"6","RNF11"
"BST22",1.03277333763314e-63,0.843305072994766,0.894,0.172,3.05205176737344e-59,"6","BST2"
"NGLY11",2.49584912089443e-63,0.596758980404735,0.541,0.066,7.37573332206723e-59,"6","NGLY1"
"CCDC186",2.5464811461754e-63,0.65408015384675,0.576,0.075,7.52536108317754e-59,"6","CCDC186"
"LY91",3.13148708387612e-63,0.655495029808047,0.565,0.071,9.25417063027072e-59,"6","LY9"
"JOSD1",3.94344342404977e-63,0.742185540229351,0.824,0.146,1.16536640067519e-58,"6","JOSD1"
"ADA",4.29493689904747e-63,0.273903224058388,0.318,0.025,1.26923975240651e-58,"6","ADA"
"AHI1",8.05089235636664e-63,0.46791524573701,0.588,0.077,2.37919970915347e-58,"6","AHI1"
"C17orf49",1.08221797498912e-62,0.5425223237139,0.765,0.125,3.19817055968786e-58,"6","C17orf49"
